,movieId,title,genre,year,writer,director,cast,rating,runtimes,countries,languages,production companies
20,21,Get Shorty (1995),"Comedy,Crime,Thriller",1995.0,"Elmore Leonard,Scott Frank,","Barry Sonnenfeld,","John Travolta,Gene Hackman,Rene Russo,Danny DeVito,Dennis Farina,Delroy Lindo,James Gandolfini,Jon Gries,Renee Props,David Paymer,Martin Ferrero,Miguel Sandoval,Jacob Vargas,Linda Hart,Bobby Slayton,Ron Karabatsos,Alison Waddell,Amber Waddell,John Cothran,Jack Conley,Bernard Hocke,Big Daddy Wayne,Jay Montalvo,Carlease Burke,Vito Scotti,Rino Piccolo,Alfred Dennis,Ralph Manza,Zed Frizzelle,Harry Victor,Patrick Breen,Barry Sonnenfeld,Donna W. Scott,Zack Phifer,Greg Goossen,Stephanie Kemp,Rebeca Arthur,Jeffrey Stephan,Ernest 'Chili' Palmer,Leslie Bega,Marlene Dietrich,Brian Reed Garvin,David Groh,Charlton Heston,Harvey Keitel,David Letterman,Penny Marshall,Dean Martin,Bette Midler,Alex Rocco,John Wayne,Orson Welles,Lenny Wilson,",6.9,105,"USA,","English,","Metro-Goldwyn-Mayer (MGM),Jersey Films,"
21,22,Copycat (1995),"Crime,Drama,Mystery,Thriller",1995.0,"Ann Biderman,David Madsen,","Jon Amiel,","Sigourney Weaver,Holly Hunter,Dermot Mulroney,William McNamara,Harry Connick Jr.,J.E. Freeman,Will Patton,John Rothman,Shannon O'Hurley,Bob Greene,Tony Haney,Danny Kovacs,Tahmus Rounds,Scott DeVenney,David Michael Silverman,Diane Amos,Richard Conti,Nick Scoggin,Bert Kinyon,Dennis Richmond,Rob Nilsson,Kenny Kwong,Charles Branklyn,Kelly DeMartino,Rebecca Klingler,Terry Brown,Corie Henninger,Bill Bonham,Kathleen Stefano,Chris Beale,Hansford Prince,Don West,Jay Jacobus,John Charles Morris,Keith Phillips,Johnetta Shearer,Ron Kaell,Kelvin Han Yee,James Cunningham,Victor Talmadge,Brian Keith Russell,Damon Lawner,Russ Christoff,Doug Morrisson,Edith Bryson,Jeni Chua,William Oates,Lee Kopp,Thomas J. Fieweger,Floyd Gale Holland,Anthony Moore,Stephanie Smith,S.J. Spinali,Katherine Fitzhugh,Robert Benscoter,Arlon G. Greene,Stuart W. Yee,Vincenetta Gunn,David Ferguson,Eleva Singleton,Gena Bingham,Brian Banowetz,Jon Briddell,Greg Bronson,Monique Carmona,Bob Dini,Frederick Keeve,Ron Roggé,Kevin Scanlon,Jeff Scott,Tracey Silver,Joseph Quinn Simpkins,Theodore Carl Soderberg,Erick Vinther,",6.6,123,"USA,","English,","Regency Enterprises,New Regency Pictures,"
22,23,Assassins (1995),"Action,Crime,Thriller",1995.0,"Lilly Wachowski,Lana Wachowski,Lilly Wachowski,Lana Wachowski,Brian Helgeland,","Richard Donner,","Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,Muse Watson,Steve Kahan,Kelly Rowan,Reed Diamond,Kai Wulff,Kerry Skalsky,James Douglas Haskins,Stephen Liska,John Harms,Edward J. Rosen,Christina Orchid,Bruce R. Orchid,James Oliver,Sue Carolyn Wise,Ron Ben Jarrett,Marian Collier,Dave Young,Ragna Sigrun,Mark Woodford,Anibal O. Lleras,Marta Labatut,Choco Orta,Ivonne Piazza,Ángel Vázquez,Axel Anderson,David Dollase,Jim Graham,Wally Dalton,Paul Tuerpe,John Procaccino,Nerissa E. Williams,Juan Manuel Lebrón,Eddie Bellaflores,Thomas Helgeland,James W. Gavin,Scott Stuber,Richard Blum,Michael DeCourcey,Whitey Shapiro,Stefan Enriquez,Fulvio Cecere,Shirley Oliver,Eric Sather,Wally Gudgell,J. Mills Goodloe,Peter Sebastian Lackaff,John Lamar,Ernie Hall,Calli Medved,Robert Sanders,Rhonda J. Osborne,Christina Herrera,Cary Sanchez,Frank R. Jimenez Jr.,Jeff King,David 'Shark' Fralick,Bob Minor,Germán Legarreta,Wendy Bones,Michael Taylor Donovan,Tim Earnheart,Heather L. Hatley,Barbara Anne Klein,Erik L. Nelson,Bruce Reutlinger,Rey-Phillip Santos,",6.3,132,"France,USA,","English,Dutch,Spanish,","Warner Bros.,Silver Pictures,Donner/Shuler-Donner Productions,Canal+,Dino De Laurentiis Company,Evansgideon/Lazar,"
23,24,Powder (1995),"Drama,Fantasy,Mystery,Sci-Fi,Thriller",1995.0,"Victor Salva,","Victor Salva,","Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum,Brandon Smith,Bradford Tatum,Susan Tyrrell,Missy Crider,Ray Wise,Esteban Powell,Reed Frerichs,Chad Cox,Joe Marchman,Philip Maurice Hayes,Danette McMahon,Tom Tarantini,Woody Watson,Alex Morris,Brady Coleman,Barry Berfield,Paula Engel,Meason Wiley,Dee Macaluso,James Huston,Bill Grant-Minchen,Bonnie Gallup,Sean Cain,David Scott Heck,David Perkins,Darla Rae,Barry Strickland,",6.5,111,"USA,","English,","Caravan Pictures,Daniel Grodnik Productions,Hollywood Pictures,Itasca Pictures,"
24,25,Leaving Las Vegas (1995),"Drama,Romance",1995.0,"John O'Brien,Mike Figgis,","Mike Figgis,","Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber,Kim Adams,Emily Procter,Stuart Regen,Valeria Golino,Graham Beckel,Albert Henderson,Shashi Bhatia,Carey Lowell,Anne Lange,Thomas Kopache,Vincent Ward,Lucinda Jenney,French Stewart,Ed Lauter,Waldemar Kalinowski,Mike Figgis,David Kriegel,Bill Thompson,Marek Stabrowski,R. Lee Ermey,Mariska Hargitay,Danny Huston,Laurie Metcalf,David Brisbin,Shawnee Smith,Paul Quinn,Julian Lennon,Tracy Thorne,Bob Rafelson,Susan Barnes,Marc Coppola,Michael A. Goorjian,Jeremy Jordan,Davidlee Willson,Xander Berkeley,Sergio Premoli,Gordon Michaels,Lou Rawls,Camille King,",7.6,111,"USA,","English,Russian,","Lumiere Pictures,Lila Cazès Production, A,Initial Productions,"
25,26,Othello (1995),"Drama,Romance",1995.0,"Oliver Parker,William Shakespeare,","Oliver Parker,","Laurence Fishburne,Irène Jacob,Kenneth Branagh,Nathaniel Parker,Michael Maloney,Anna Patrick,Nicholas Farrell,Indra Ové,Michael Sheen,André Oumansky,Philip Locke,John Savident,Gabriele Ferzetti,Pierre Vaneck,Luca Guardabascio,",7.0,123,"USA,UK,","English,","Castle Rock Entertainment,Dakota Films,Imminent Film Productions,"
26,27,Now and Then (1995),"Comedy,Drama,Romance",1995.0,"I. Marlene King,","Lesli Linka Glatter,","Christina Ricci,Rosie O'Donnell,Thora Birch,Melanie Griffith,Gaby Hoffmann,Demi Moore,Ashleigh Aston Moore,Rita Wilson,Devon Sawa,Walter Sparrow,Cloris Leachman,Lolita Davidovich,Janeane Garofalo,Hank Azaria,Bonnie Hunt,Rumer Willis,Bradley Coryell,Justin Humphrey,Travis Robertson,James Wilson Keane,Ric Reitz,Kellen Crosby,Joey Stinson,James Paul Cleckler,Tucker Stone,Jamison B. Dowd,Beverly Shelton,Geoff McKnight,T.S. Morgan,Carl Espy,Alice Tew,Rand Courtney,Brendan Fraser,Brandon Kleyla,Haviland Stillwell,",6.7,100,"USA,","English,","New Line Cinema,Moving Pictures,First Independent Films,"
27,28,Persuasion (1995),Drama,1995.0,"Jane Austen,Nick Dear,","Roger Michell,","Amanda Root,Ciarán Hinds,Susan Fleetwood,Corin Redgrave,Fiona Shaw,John Woodvine,Phoebe Nicholls,Samuel West,Sophie Thompson,Judy Cornwell,Simon Russell Beale,Felicity Dean,Roger Hammond,Emma Roberts,Victoria Hamilton,Robert Glenister,Richard McCabe,Helen Schlesinger,Jane Wood,David Collings,Darlene Johnson,Cinnamon Faye,Isaac Maxwell-Hunt,Roger Llewellyn,Sally George,David Acton,Justin Avoth,Lonnie James,Roger Watkins,David Plummer,Richard Brenner,Bill McGuirk,Niall Refoy,Ken Shorter,Dermot Kerrigan,Tom Rigby,Alex Wilman,Rosa Mannion,",7.7,107,"UK,USA,France,","English,","BBC Films,Millésime Productions,WGBH,France 2 (FR2),"
28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",,,,,,,,,,
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),,,,,,,,,,
30,31,Dangerous Minds (1995),"Biography,Drama",1995.0,"LouAnne Johnson,Ronald Bass,","John N. Smith,","Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,Beatrice Winde,John Neville,Lorraine Toussaint,Renoly Santiago,Wade Dominguez,Bruklin Harris,Marcello Thedford,Roberto Alvarez,Richard Grant,Marisela Gonzales,Toni Nichelle Buzhardt,Norris Young,Rahman Ibraheem,Desire Galvez,Wilson Limpo,Raymond Grant,Veronica Robles,Michael Archuleta,Deshanda Carter,Ebony Jerido,Brandi Younger,Asia Minor,Karina Arroyave,Paula Garcés,Ivan Sergei,Mark Prince Edwards,Ismael Archuleta,Skye Bassett,Gaura Vani Buchwald,Cynthia Avila,Roman Cisneros,Camille Winbush,Al Israel,Brian Anthony,Jason Gutman,Lara Spotts,Danny Strong,Boris Vaks,Irene Olga López,Jeff Feringa,Sarah Marshall,Freez Luv,Rico E. Anderson,Janette Andrade,Nathan Bexton,J. Neil Bloomer,Michael George,Kim Giancaterino,Sarah Krasner,Bern Martinez,William Peña,Victor Togunde,",6.4,99,"USA,","English,","Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films,Via Rosa Productions,"
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),,,,,,,,,,
32,34,Babe (1995),"Comedy,Drama,Family",1995.0,"Dick King-Smith,George Miller,Chris Noonan,","Chris Noonan,","Christine Cavanaugh,Miriam Margolyes,Danny Mann,Hugo Weaving,Miriam Flynn,Russi Taylor,Evelyn Krape,Michael Edward-Stevens,Charles Bartlett,Paul Livingston,Roscoe Lee Browne,James Cromwell,Magda Szubanski,Zoe Burton,Paul Goddard,Wade Hayward,Brittany Byrnes,Mary Acres,Janet Foye,Pamela Hawken,Karen Gough,David Webb,Marshall Napier,Hec Macmillan,Ken Gregory,Nicholas Lidstone,Trevor Read,Nicholas Blake,Matthew Long,John Doyle,Mike Harris,Ross Bagley,Gemini Barnett,Rachel Davey,Debi Derryberry,Jazz Raycole,Courtland Mead,Kevin Jamal Woods,Jane Alden,Kimberly Bailey,Patrika Darbo,Michelle Davison,Julie Forsyth,Maeve Germaine,Rosanna Huffman,Carlyle King,Tina Lifford,Gennie Nevinson,Mary Linda Phillips,Paige Pollack,Kerry Walker,Barbara Harris,Jacqueline Brennan,Doug Burch,John Erwin,Doris Grau,Tony Hughes,Linda Janssen,Daamen J. Krall,Charlie MacLean,Justin Monjo,Antonia Murphy,Helen O'Connor,Neil Ross,Scott Vernon,Karl Lewis Miller,",6.8,91,"Australia,USA,","English,","Universal Pictures,Kennedy Miller Productions,"
33,35,Carrington (1995),"Biography,Drama,Romance",1995.0,"Christopher Hampton,Michael Holroyd,","Christopher Hampton,","Emma Thompson,Jonathan Pryce,Steven Waddington,Samuel West,Rufus Sewell,Penelope Wilton,Janet McTeer,Peter Blythe,Jeremy Northam,Alex Kingston,Sebastian Harcombe,Richard Clifford,David Ryall,Stephen Boxer,Annabel Mullion,Gary Turner,Georgiana Dacombe,Helen Blatch,Neville Phillips,Christopher Birch,Daniel Betts,Simon Bye,Marzio Idoni,Eva Gray,",6.9,121,"UK,France,","English,","PolyGram Filmed Entertainment,Freeway Films,Cinéa,Orsans Productions,StudioCanal,Euston Films,European Co-production Fund,"
34,36,Dead Man Walking (1995),"Crime,Drama",1995.0,"Helen Prejean,Tim Robbins,","Tim Robbins,","Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,Celia Weston,Lois Smith,Scott Wilson,Roberta Maxwell,Margo Martindale,Barton Heyman,Steve Boles,Nesbitt Blaisdell,Ray Aranha,Larry Pine,Gil Robbins,Kevin Cooney,Clancy Brown,Adele Robbins,Michael Cullen,Peter Sarsgaard,Missy Yager,Jenny Krochmal,Jack Black,Jon Abrahams,Arthur Bridgers,Steve Carlisle,Helen Hester,Eva Amurri Martino,Jack Henry Robbins,Gary 'Buddy' Boe,Amy Long,Dennis Neal,Molly Bryant,Pamela Garmon,Adrian Colon,John D. Wilmot,Margaret Lane,Sally Ann Roberts,Alec Gifford,John Hurlbutt,Mike Longman,Pete Burris,Joan Glover,Florrie Hathorn,Lenore Banks,Idella Cassamier,Marlon Horton,Kenitra Singleton,Palmer Jackson,Johnathan Thomas,Walter Breaux Jr.,Scott Sowers,Cortez Nance Jr.,Adam Nelson,Dalvin Ford,Derek Steeley,Jeremy Knaster,Mary Robbins,Miles Robbins,Marcus Lyle Brown,Joanna Doherty,Anthony Michael Frederick,Thomas McGowan,Rawleigh Moreland,Helen Prejean,Codie Scott,",7.6,122,"UK,USA,","English,","Havoc,Polygram Filmed Entertainment,Working Title Films,"
35,37,Across the Sea of Time (1995),"Adventure,Drama,Family,History",1995.0,"Andrew Gellis,","Stephen Low,","Peter Reznick,John McDonough,Avi Hoffman,Victor Steinbach,Peter Boyden,Philip Levy,Nick Muglia,Abby Lewis,Matt Malloy,Luigi Petrozza,Bernard Ferstenberg,Robert Buckley,Donald Trump,Patrick Flynn,George G. Colucci,Eliza Harris,Dennis O'Connor,John D. Bair,Heather Rose Dominic,Christopher King,Seth Michael May,Tommy Roeder,",6.5,51,"USA,","English,Russian,","Sony New Technologies,"
36,38,It Takes Two (1995),"Comedy,Family,Romance",1995.0,"Deborah Dean Davis,","Andy Tennant,","Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen,Ashley Olsen,Philip Bosco,Jane Sibbett,Michelle Grisom,Desmond Robertson,Tiny Mills,Shanelle Henry,Anthony Aiello,LaTonya Borsay,Michèle Lonsdale Smith,Sean Orr,Elizabeth Walsh,Michael Vollans,Paul O'Sullivan,Lawrence Dane,Gerard Parkes,Gina Clayton,Douglas O'Keeffe,Mark Huisman,Marilyn Boyle,Ernie Grunwald,Ellen-Ray Hennessy,Dov Tiefenbach,Annick Obonsawin,Austin Pool,Andre Lorant,Philip Williams,Vito Rezza,Timothy Klein,Marshall Dancing Elk Lucas,J.D. Walters,",5.7,101,"USA,","English,","Dualstar Productions,Orr & Cruickshank,Rysher Entertainment,Warner Bros.,"
37,39,Clueless (1995),"Comedy,Romance",1995.0,"Amy Heckerling,","Amy Heckerling,","Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd,Donald Faison,Elisa Donovan,Breckin Meyer,Jeremy Sisto,Dan Hedaya,Aida Linares,Wallace Shawn,Twink Caplan,Justin Walker,Sabastian Rashidi,Herb Hall,Julie Brown,Susan Mohun,Nicole Bilderback,Ron Orbach,Sean Holland,Roger Kabler,Jace Alexander,Josh Lozoff,Carl Gottlieb,Joseph D. Reitman,Anthony Beninati,Micki Duran,Gregg Russell,Jermaine Montell,Danielle Eckert,Dicky Barrett,Christopher E. Cooper,Monica Eva Foster,Amy Heckerling,Michael Klesic,John Kricfalusi,Sam Maccarone,Craig Ponder,Bobbie Sunday Starr,Billy West,",6.8,97,"USA,","English,Spanish,","Paramount Pictures,"
38,40,"Cry, the Beloved Country (1995)","Drama,Thriller",1995.0,"Ronald Harwood,Alan Paton,","Darrell Roodt,","James Earl Jones,Richard Harris,Vusi Kunene,Charles S. Dutton,Tsholofelo Wechoemang,Dolly Rathebe,Ramalao Makhene,Jack Robinson,Jennifer Steyn,Patrick Ndlovu,Darlington Michaels,King Twala,Somizi Mhlongo,Sam Ngakane,John Whiteley,Lillian Dube,Tembsie Times,Tiny Masilio,Babes Jazz Band,Dambisa Kente,Fats Bookholane,George Phologane,Morena Sefatsa,Sydney Chama,Moses Rakharebe,Ron Smerczak,Tobias Sikwayo,Anne Curteis,Abigail Kubeka,Jerry Mofokeng,Grace Mahlaba,Ian Roberts,Leleti Khumalo,Jonathan Rands,Shirley Johnston,Ben Kruger,Dan Robbertse,Eric Miyeni,Patrick Shai,Robert Whitehead,David Clatworthy,Themba Ndaba,Louis Seboko,Graham Armitage,Greg Latter,Thomas Hall,Chris Steyn,Antonio Rodrigues,Stuart Monthieth,Alfred D. Nokwe,Lorraine Nyathikazi,David Phetoe,",6.9,106,"South Africa,USA,","English,","Alpine Pty Limited,Distant Horizon,Miramax,Videovision Entertainment,"
39,41,Richard III (1995),"Drama,War",1995.0,"William Shakespeare,Ian McKellen,Richard Loncraine,","Richard Loncraine,","Ian McKellen,Annette Bening,Jim Broadbent,Robert Downey Jr.,Nigel Hawthorne,Kristin Scott Thomas,John Wood,Maggie Smith,Jim Carter,Edward Hardwicke,Adrian Dunbar,Tres Hanley,Dominic West,Roger Hammond,Tim McInnerny,Stacey Kent,Bill Paterson,Denis Lill,Ryan Gilmore,Andy Rashleigh,Marco Williamson,Edward Jewesbury,Christopher Bowen,Matthew Groom,Kate Steavenson-Payne,Donald Sumpter,Bruce Purchase,James Dreyfus,David Antrobus,Michael Elphick,Derek Lyons,Madeleine Mora,",7.5,104,"UK,USA,","English,","Mayfair Entertainment International,British Screen Productions,Bayly/Paré Productions,United Artists Pictures,First Look International,"
40,42,Dead Presidents (1995),"Action,Crime,Drama,Thriller,War",1995.0,"Allen Hughes,Albert Hughes,Michael Henry Brown,Michael Henry Brown,Wallace Terry,","Albert Hughes,Allen Hughes,","Larenz Tate,Keith David,Chris Tucker,Freddy Rodríguez,Rose Jackson,N'Bushe Wright,Alvaleta Guess,James Pickens Jr.,Jenifer Lewis,Clifton Powell,Elizabeth Rodriguez,Terrence Howard,Ryan Williams,Larry McCoy,Rodney Winfield,Cheryl Freeman,Sticky Fingaz,Bokeem Woodbine,David Barry Gray,Michael Imperioli,Jaimz Woolvett,Quynh Phann,Clifton Collins Jr.,Jean-Claude La Marre,Daniel Kruse,Bob Smith,Bernard Telsey,Rik Colitti,Heather B.,Carlton Wilborn,Frank Albanese,Monti Sharp,Tony Sirico,Robert LuPone,Joëlle Hernandez,Jordan Hernandez,Tim Zay,Charles E. Lesene,Cuc Dinh,Yen Chin Grow,Chad Bonsack,Michael Carrara,Seymour Cassel,Danny Chung,Brian Donahue,Collin Fowler,Johnny Gray,Rich Keen,Martin Sheen,Isaiah Washington,",6.8,119,"USA,","English,","Caravan Pictures,Hollywood Pictures,Underworld Entertainment,"
41,43,Restoration (1995),"Biography,Drama,History,Romance",1995.0,"Rose Tremain,Rupert Walters,","Michael Hoffman,","Robert Downey Jr.,Sam Neill,David Thewlis,Polly Walker,Meg Ryan,Ian McKellen,Hugh Grant,Ian McDiarmid,Mary MacLeod,Mark Letheren,Sandy McDade,Rosalind Bennett,Willie Ross,David Gant,Benjamin Whitrow,Neville Watchurst,Bryan Pringle,Roy Evans,John Quarmby,John Dallimore,Roger Ashton-Griffiths,Janan Kubba,Henrietta Voigts,Simon Taylor,Selina Giles,Susanne McKenrick,Nicholas Hutchison,Andrew Havill,Tony Gardner,David Ryall,Jenny Runacre,Arne Nannestad,Graham Valentine,Anna Savva,Claire Russell,Steven Beard,Simon Carter,Philip Babot,Ena Cohen,Dylan Davies,Jim Ennis,Russell Gomer,Caroline Lamb,Margarlda Morini,Carole Blade,Jessica Cohen,Alex Edmonds,Stephen Fisher,Timothy Hext,Philip Michell,Belinda Neave,Frank Rozelaar-Green,Wendy Griffith,Bernadette Iglich,Leonni Pallett,Beryl St. John,Judy Herbert,Philippa Luce,Joanne Redfern,Wendy Woodbridge,Lee Asquith-Coe,Kenneth W Caravan,Lucien Morgan,",6.7,117,"USA,UK,","English,Latin,","Avenue Pictures,Miramax,Segue Productions,The Oxford Film Company,"
42,44,Mortal Kombat (1995),"Action,Adventure,Fantasy,Sci-Fi,Thriller",1995.0,"Ed Boon,John Tobias,Kevin Droney,","Paul W.S. Anderson,","Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,Talisa Soto,Trevor Goddard,Chris Casamassa,François Petit,Keith Cooke,Hakim Alston,Kenneth Edwards,John Fujioka,Daniel Haggard,Sandy Helberg,Steven Ho,Peter Jason,Lloyd Kino,Gregory McKinney,Mikal Moore,Brice Stephens,Frank Welker,Ed Boon,Kevin Michael Richardson,Leo Anastasio,Richard Branden,Jaime H. Campos,Deanna Hodges,Leo Lee,Alex Morissen,Gerald Okamura,T.J. Storm,Tom Woodruff Jr.,",5.8,101,"USA,","English,","New Line Cinema,Threshold Entertainment,"
43,45,To Die For (1995),"Comedy,Crime,Drama",1995.0,"Joyce Maynard,Buck Henry,","Gus Van Sant,","Nicole Kidman,Matt Dillon,Joaquin Phoenix,Casey Affleck,Illeana Douglas,Alison Folland,Dan Hedaya,Wayne Knight,Kurtwood Smith,Holland Taylor,Susan Traylor,Maria Tucci,Tim Hopper,Michael Rispoli,Buck Henry,Gerry Quigley,Tom Forrester,Alan Edward Lewis,Nadine MacKinnon,Conrad Coates,Ron Gabriel,Ian Heath,Graeme Millington,Sean Ryan,Nicholas Pasco,Joyce Maynard,David Collins,Eve Crawford,Janet Lo,David Cronenberg,Tom Quinn,Peter Glen,Amber-Lee Campbell,Colleen Williams,Simon Richards,Philip Williams,Susan Backs,Kyra Harper,Adam Roth,Andrew Scott,Tamara Gorski,Katie Griffin,Carla Renee,Mischa,Melissa Cooper,Tom Peterson,Chris Phillips,Rain Phoenix,George Segal,Isabella Simone,",6.8,106,"USA,UK,Canada,","English,","Columbia Pictures Corporation,Rank Organisation, The,"
44,46,How to Make an American Quilt (1995),"Comedy,Drama,Romance",1995.0,"Whitney Otto,Jane Anderson,","Jocelyn Moorhouse,","Kaelynn Craddick,Sara Craddick,Kate Capshaw,Adam Baldwin,Winona Ryder,Dermot Mulroney,Ellen Burstyn,Anne Bancroft,Maya Angelou,Alfre Woodard,Lois Smith,Jean Simmons,Kate Nelligan,Denis Arndt,Rip Torn,Derrick O'Connor,Johnathon Schaech,Samantha Mathis,Loren Dean,Melinda Dillon,Krysten Lee Wilson,Kellie Lynn Wilson,Brian McElroy,Michael McElroy,Paige Kettner,Ryanne Kettner,Annie Mae Hunter,Matt Zusser,Ari Meyers,Kaela Green,Joanna Going,Tim Guinee,Jane Alden,David Williams,Richard Jenkins,Tamala Jones,Harvey E. Lee Jr.,Esther Rolle,Rae'Ven Kelly,Gail Strickland,Debra Stricklin,Jared Leto,María Celedonio,Charles Parks,Claire Danes,Alicia Goranson,Holland Taylor,Will Estes,Jonah Rooney,Mykelti Williamson,Phil De Champlain,Keaton Tyndall,Kylie Tyndall,Christopher Villar,",6.2,117,"USA,","English,","Universal Pictures,Amblin Entertainment,"
45,47,Seven (a.k.a. Se7en) (1995),,,,,,,,,,
46,48,Pocahontas (1995),"Animation,Adventure,Drama,Family,History,Musical,Romance",1995.0,"Carl Binder,Susannah Grant,Philip LaZebnik,Glen Keane,Joe Grant,Ralph Zondag,Burny Mattinson,Ed Gombert,Kaan Kalyon,Francis Glebas,Rob Gibbs,Bruce Morris,Todd Kurosawa,Duncan Marjoribanks,Chris Buck,Mike Gabriel,Andrew Chapman,Randy Cartwright,Will Finn,Broose Johnson,T. Daniel Hofstedt,David Pruiksma,Nik Ranieri,Vincent DeFrances,Tom Mazzocco,Don Dougherty,Jorgen Klubien,","Mike Gabriel,Eric Goldberg,","Irene Bedard,Judy Kuhn,Mel Gibson,David Ogden Stiers,John Kassir,Russell Means,Christian Bale,Linda Hunt,Danny Mann,Billy Connolly,Joe Baker,Frank Welker,Michelle St. John,James Apaumut Fall,Gordon Tootoosis,Lesa Wakwashbosha Green,Rebecca 'Dasse Manitsa' Hawkins,Gayle Melassa Pope,Stephen Snow Owl Bunch,Ginny Ah'Chantooni Frazier,Richard A. Bercot,Jim Cummings,",6.7,81,"USA,","English,Algonquin,","Walt Disney Pictures,Walt Disney Feature Animation,"
47,49,When Night Is Falling (1995),"Drama,Romance",1995.0,"Patricia Rozema,","Patricia Rozema,","Pascale Bussières,Rachael Crawford,Henry Czerny,David Fox,Don McKellar,Tracy Wright,Clare Coulter,Karyne Steben,Sarah Steben,Jonathan Potts,Tom Melissis,Stuart Clow,Richard W. Farrell,Fides Krucker,Thom Sokoloski,Jennifer Roblin,Jacqueline Casey,Sigrid Johnson,",6.7,94,"Canada,","English,","Alliance Communications Corporation,Crucial Pictures,Ontario Film Development Corporation,Téléfilm Canada,"
48,50,"Usual Suspects, The (1995)","Crime,Drama,Mystery,Thriller",1995.0,"Christopher McQuarrie,","Bryan Singer,","Stephen Baldwin,Gabriel Byrne,Benicio Del Toro,Kevin Pollak,Kevin Spacey,Chazz Palminteri,Pete Postlethwaite,Suzy Amis,Giancarlo Esposito,Dan Hedaya,Paul Bartel,Carl Bressler,Phillipe Simon,Jack Shearer,Christine Estabrook,Clark Gregg,Morgan Hunter,Ken Daly,Michelle Clunie,Louis Lombardi,Frank Medrano,Ron Gilbert,Vito D'Ambrosio,Gene Lythgow,Bob Elmore,David Powledge,Bob Pennetta,Billy Bates,Smadar Hanson,Castulo Guerra,Peter Rocca,Bert Williams,Jaime H. Campos,John Gillespie,Johnathan Gorman,Peter Greene,Michael McKay,Christopher McQuarrie,Scott B. Morgan,Mike Nyman,Grace Sinden,",8.6,106,"USA,Germany,","English,Hungarian,Spanish,French,","PolyGram Filmed Entertainment,Spelling Films International,Blue Parrot,Bad Hat Harry Productions,Rosco Film GmbH,"
49,52,Mighty Aphrodite (1995),"Comedy,Fantasy,Romance",1995.0,"Woody Allen,","Woody Allen,","Pamela Blair,Rene Ceballos,Elie Chaib,George De La Pena,Joanne DiMauro,Denise Faye,Marian Filali,Angelo Fraboni,Scott Fowler,Seth Gertsacov,Patti Karr,Fred Mann III,John Mineo,Christopher Nelson,Valda Setterfield,Sven Toorvald,F. Murray Abraham,Woody Allen,Helena Bonham Carter,J. Smith-Cameron,Steven Randazzo,David Ogden Stiers,Olympia Dukakis,Jeffrey Kurland,Tucker Robin,Donald Symington,Claire Bloom,Nolan Tuffy,Jimmy McQuaid,Yvette Hawkins,Karin Haidorfer,Gary Alper,Rosemary Murphy,Peter McRobbie,Kathleen Doyle,Jennifer Greenhut,Sondra James,Paul Giamatti,William Addy,Peter Weller,Kenneth Edelson,Danielle Ferland,Mira Sorvino,Dan Mullane,Thomas Durkin,Dan Moran,Paul Herman,Tony Sirico,Tony Darrow,Ray Garvey,Michael Rapaport,Jack Warden,Kent Blocher,Joseph P. Coleman,Georgette Pasare,Al Cerullo,Bray Poor,David H. Kramer,Dann Fink,Karen Longwell,Dominic Marcus,Craig Sechler,Bill Timoney,Lisa Vidal,Bruce Winant,John D. Bair,Sabrina Culver,John Dalton,Barney Fitzpatrick,Julie Halston,Adrian Lee,Rawleigh Moreland,Paul Navarra,",7.1,95,"USA,","English,Latin,","Sweetland Films,Magnolia Pictures,Miramax,"
